Approved Symbol	Ensembl Gene ID
SHKBP1	
FDCSP	ENSG00000181617
SMR3A	ENSG00000109208
THADA	ENSG00000115970
PLCZ1	ENSG00000139151
WSB1	ENSG00000109046
WSB2	ENSG00000176871
EDDM3B	ENSG00000181552
EDDM3CP	ENSG00000234060
C4orf3	ENSG00000164096
TMEM9B-AS1	ENSG00000254860
CATSPERZ	ENSG00000219435
CXCL17	ENSG00000189377
FUT11	ENSG00000196968
FUT10	ENSG00000172728
AATF	ENSG00000275700
PLEKHB2	ENSG00000115762
NANS	ENSG00000095380
PLEK2	ENSG00000100558
SYT11	ENSG00000132718
ADGRE4P	ENSG00000268758
ADGRG7	ENSG00000144820
HCG2P7~withdrawn	
HCG2P8~withdrawn	
RHBDL4~withdrawn	
SNX18	ENSG00000178996
TERF2IP	ENSG00000166848
UBE2Q2	ENSG00000140367
DGCR7~withdrawn	
SLC25A5P1	ENSG00000215347
CPSF1P1	ENSG00000214076
NDUFA9P1	ENSG00000237406
PPP6R2	ENSG00000100239
PLAC8	ENSG00000145287
PLAC9	ENSG00000189129
CERK	ENSG00000100422
CLCP1	ENSG00000232305
TERF2IPP1	
KRT18P5	ENSG00000236670
LTB4R2	ENSG00000213906
MTO1	ENSG00000135297
PAPLN	
LMAN2L	ENSG00000114988
SYT8	ENSG00000149043
SYT9	ENSG00000170743
SYT10	ENSG00000110975
MDGA1	ENSG00000112139
UBE2J2	ENSG00000160087
RNASE11	ENSG00000173464
MED15P1	ENSG00000257853
NEK2P1	
RPPH1	ENSG00000277209
TTC5	ENSG00000136319
RNASE10	
RNASE8	ENSG00000173431
RNASE7	ENSG00000165799
SETP1	ENSG00000258863
METTL17	ENSG00000165792
STK16P1	
C14orf7~withdrawn	
SCYL3	ENSG00000000457
SCYL2	ENSG00000136021
CDKL4	ENSG00000205111
ACMSD	ENSG00000153086
CSMD2	ENSG00000121904
CSMD3	ENSG00000164796
ZNF402P	ENSG00000220248
TPPP2	ENSG00000179636
LMTK3	
EPHA6	ENSG00000080224
TNK2	ENSG00000061938
PIP4P1	ENSG00000165782
STX19	ENSG00000178750
MRX81	
SCAF4	ENSG00000156304
SLC30A6	ENSG00000152683
SLC30A7	ENSG00000162695
SDK1	ENSG00000146555
SDK2	ENSG00000069188
KANK1	ENSG00000107104
PIM3	ENSG00000198355
NPAS3	ENSG00000151322
EAPP	ENSG00000129518
TNIP3	ENSG00000050730
P3H1	ENSG00000117385
P3H2	ENSG00000090530
P3H3	ENSG00000110811
CD300A	ENSG00000167851
CD300C	ENSG00000167850
NKX6-2	ENSG00000148826
PPM1E	ENSG00000175175
DIRAS2	ENSG00000165023
DYX7	
SLC9A3P2	ENSG00000238125
POM121L4P	ENSG00000217261
ARHGAP42P3	ENSG00000235759
FABP5P11	ENSG00000240122
BMP6P1	ENSG00000236323
SOCS2P2	ENSG00000224465
MMAB	ENSG00000139428
ASH2LP1	ENSG00000224144
KIAA1794~withdrawn	
DTWD2	ENSG00000169570
SHPRH	ENSG00000146414
NRADDP	ENSG00000236409
CDK19	ENSG00000155111
NRBP2	ENSG00000185189
MAGEA2B	ENSG00000183305
CAMK1D	ENSG00000183049
ST6GALNAC5	ENSG00000117069
ST6GALNAC3	ENSG00000184005
DENND5A	ENSG00000184014
GPR129~withdrawn	
GPR130~withdrawn	
CUX2	ENSG00000111249
BET1L	ENSG00000177951
KIF21A	ENSG00000139116
KDELC1	ENSG00000134901
BICC1	ENSG00000122870
DYX6	
SIN3A	ENSG00000169375
SIN3B	
JMJD6	ENSG00000070495
COPZ2	ENSG00000005243
GGNBP2	ENSG00000278311
ALG12	ENSG00000182858
C1QL3	ENSG00000165985
KLHL12	ENSG00000117153
RTKN2	ENSG00000182010
PANK3	ENSG00000120137
PANK4	ENSG00000157881
FAM13A	ENSG00000138640
HYDIN	ENSG00000157423
PPHLN1	
FAM13A-AS1	ENSG00000248019
FAM13C	ENSG00000148541
IL31	ENSG00000204671
TP53I3	ENSG00000115129
NKRF	ENSG00000186416
SLC25A23	ENSG00000125648
CELIAC3~withdrawn	
CELIAC4~withdrawn	
CELIAC2	
PGBD3P4	
RNU12	ENSG00000276027
SOCS2	ENSG00000120833
SOCS1	ENSG00000185338
SUGT1P1	ENSG00000226823
HLA-X	
PPM1F	ENSG00000100034
SOCS3	ENSG00000184557
SOCS4	ENSG00000180008
HLA-DPA3	ENSG00000237398
HLA-Z	ENSG00000235301
HLA-S	ENSG00000225851
PGBD3P3	
PGBD3P2	
PGBD1	ENSG00000137338
PGBD2	ENSG00000185220
PGBD3	ENSG00000243251
PGBD4	ENSG00000182405
PGBD3P1	
NOXO1	ENSG00000196408
PGBD5	ENSG00000177614
HLA-N	ENSG00000224372
LRRTM1	ENSG00000162951
LRRTM2	ENSG00000146006
LRRTM3	ENSG00000198739
LRRTM4	ENSG00000176204
ZMYND10	ENSG00000004838
DPY19L2	ENSG00000177990
RPL21P17	ENSG00000214073
ZNF404	
HS3ST5	ENSG00000249853
STOML3	ENSG00000133115
ING5	ENSG00000168395
TADA3	ENSG00000171148
ING4	ENSG00000111653
IPO9	ENSG00000198700
IPO4	ENSG00000196497
GGNBP1	ENSG00000204188
RPS9P2	
SLC41A1	ENSG00000133065
RPS17P4~withdrawn	
CNIH1	ENSG00000100528
OR4Q4~withdrawn	
OR4H12P	ENSG00000176312
OR11H8P~withdrawn	
C14orf16~withdrawn	
BMS1P18	
CCNB1IP1	ENSG00000100814
RP31~withdrawn	
KCNK18	ENSG00000186795
SBDS	ENSG00000126524
RIOX2	ENSG00000170854
OR4F20P~withdrawn	
OR13I2P~withdrawn	
OR52Y2P~withdrawn	
OR51P2P~withdrawn	
OR51G3P~withdrawn	
OR5AK5P~withdrawn	
OR2A23P~withdrawn	
OR9P2P~withdrawn	
OR7E134P~withdrawn	
OR2A24P~withdrawn	
OR7E135P~withdrawn	
OR52M4~withdrawn	
OR7E136P	ENSG00000205897
OR7E137P~withdrawn	
OR7E138P~withdrawn	
OR7E139P~withdrawn	
OR7E140P	ENSG00000238152
OR2A25	ENSG00000221933
OR9A5P~withdrawn	
OR9A6P~withdrawn	
OR2A26~withdrawn	
OR2A27~withdrawn	
OR2A28P~withdrawn	
OR6Y2~withdrawn	
OR2AK2	ENSG00000187080
OR2L11~withdrawn	
OR2W8P~withdrawn	
OR2T9~withdrawn	
OR2T10	ENSG00000184022
OR2T11	ENSG00000279301
OR14I1	ENSG00000189181
OR2M5	ENSG00000162727
OR2L12~withdrawn	
OR2L13	ENSG00000196071
OR52A4P	ENSG00000205494
OR52A5	ENSG00000171944
OR52J4P~withdrawn	
OR11N1P	ENSG00000185903
OR4F21	ENSG00000176269
OR5B20P~withdrawn	
OR10G10P~withdrawn	
OR7E143P~withdrawn	
OR4D12P	ENSG00000198787
OR7E147P~withdrawn	
OR7E149P	ENSG00000177586
OR2L14~withdrawn	
OR7A20P~withdrawn	
OR2T12	ENSG00000177201
OR2M6~withdrawn	
OR2M7	ENSG00000177186
OR7E151P~withdrawn	
OR52Z1	ENSG00000176748
OR51V1	ENSG00000176742
OR51A12~withdrawn	
OR51B5	ENSG00000242180
OR51B6	ENSG00000176239
OR51J2~withdrawn	
OR51A13~withdrawn	
OR55B2P~withdrawn	
OR2AG3~withdrawn	
OR4C17P~withdrawn	
OR10AF1P	ENSG00000255416
OR10AG1	ENSG00000174970
OR4A22P~withdrawn	
OR9G6~withdrawn	
OR5G6P~withdrawn	
OR8U1	ENSG00000172199
OR5J2	ENSG00000174957
OR8V1P	ENSG00000230213
OR4A25P~withdrawn	
OR5BQ2P~withdrawn	
OR5B21	ENSG00000198283
OR7E144P~withdrawn	
OR7E145P	ENSG00000235855
OR2AT2P	ENSG00000234611
OR2AT4	ENSG00000171561
OR8G4~withdrawn	
OR8G5	ENSG00000255298
OR8G6~withdrawn	
OR8B13P~withdrawn	
OR8G7P	ENSG00000276316
OR7E150P~withdrawn	
OR5BS1P	ENSG00000198678
OR8S1	
OR5BT1P	ENSG00000258024
OR8T1P	ENSG00000226413
OR6U2P	ENSG00000272937
OR6C4	ENSG00000179626
OR11K2P	ENSG00000258438
OR11P1P	ENSG00000284742
OR10J7P	ENSG00000248442
OR10J8P	ENSG00000251686
OR10J9P	ENSG00000249197
OR10AE2P~withdrawn	
OR7E133P~withdrawn	
OR7E148P	ENSG00000214487
OR7E141P~withdrawn	
OR7E142P~withdrawn	
OR5M15P~withdrawn	
OR2AU1P~withdrawn	
OR10AH1P	ENSG00000272595
PLEKHA3P1	ENSG00000269800
CHST10	ENSG00000115526
SMAP1	ENSG00000112305
SSX6P	ENSG00000171483
SSX7	ENSG00000187754
SSX8P	ENSG00000157965
SSX9P	ENSG00000204648
OTOP1	ENSG00000163982
OTOP2	
OTOP3	ENSG00000182938
SLC36A3	ENSG00000186334
SLC36A4	ENSG00000180773
TNNI3K	ENSG00000116783
GSTA5	ENSG00000182793
GNG12	ENSG00000172380
GNG8	
STXBP5	ENSG00000164506
STXBP6	ENSG00000168952
WDR20	ENSG00000140153
RPL27P1	
RPL12P5	ENSG00000243855
UBE2CP1	ENSG00000258648
RPS15AP2	
ATP5MC2P2	
RPL18P1	ENSG00000242417
RPS15AP3	ENSG00000214903
RPL13AP2	ENSG00000244053
RPA2P1	ENSG00000258392
MYCBPAP	ENSG00000136449
UCHL5	ENSG00000116750
AAK1	ENSG00000115977
GPBAR1	ENSG00000179921
DUSP13	ENSG00000079393
HASPIN	ENSG00000177602
UHMK1	ENSG00000152332
WEE2	ENSG00000214102
SEPHS1	ENSG00000086475
SEPHS2	ENSG00000179918
EIF2AK4	ENSG00000128829
NECTIN4	ENSG00000143217
RD3	ENSG00000198570
LINC00320	ENSG00000224924
MECR	ENSG00000116353
NRBF2	ENSG00000148572
COQ4	ENSG00000167113
STXBP4	ENSG00000166263
FGFBP1	ENSG00000137440
GRPEL1	ENSG00000109519
KCNG4	ENSG00000168418
KCNV2	ENSG00000168263
PLK2	ENSG00000145632
CNKSR1	ENSG00000142675
CNKSR2	ENSG00000149970
POM121	ENSG00000196313
ULK3	
ANGPTL5	ENSG00000187151
ADAMTSL4	ENSG00000143382
LDHD	ENSG00000166816
IGBP1P1	ENSG00000226677
HHIPL1	
DISP1	ENSG00000154309
DISP2	ENSG00000140323
HCG23	
DDHD1	ENSG00000100523
CLSPN	ENSG00000092853
GSG1	ENSG00000111305
GMCL2	ENSG00000244234
RXFP1	ENSG00000171509
LGR6	ENSG00000133067
LINC00323	ENSG00000226496
CANT1	ENSG00000171302
ANKRD30BP1	ENSG00000175302
LINC00316	ENSG00000237664
C21orf112~withdrawn	
PICSAR	ENSG00000275874
C21orf114~withdrawn	
LINC00479	ENSG00000236384
C21orf124~withdrawn	
FAM27A~withdrawn	
LINC00319	ENSG00000188660
DHRS4L2	ENSG00000187630
DHRS4L1	ENSG00000225766
XPO6	
RANBP20P	ENSG00000259144
EPM2AIP1	ENSG00000178567
FAM170B	ENSG00000172538
TNS2	ENSG00000111077
TTC6	ENSG00000139865
PCNX1	ENSG00000100731
KLHL28	ENSG00000179454
LRR1	ENSG00000165501
POMT2	ENSG00000009830
SRGAP3	ENSG00000196220
ENTPD7	ENSG00000198018
C21orf115~withdrawn	
EVC2	ENSG00000173040
ACOT4	ENSG00000177465
TTC7A	ENSG00000068724
SRGAP2	ENSG00000266028
FNBP4	ENSG00000109920
IFI27L2	ENSG00000119632
IFI27L1	ENSG00000165948
RUFY1	ENSG00000176783
RUFY2	ENSG00000204130
ZFPM1	ENSG00000179588
ASB12	ENSG00000198881
HES5	ENSG00000197921
ASB13	ENSG00000196372
ASB14	ENSG00000239388
ASB15	ENSG00000146809
ASB16	ENSG00000161664
ASB17	ENSG00000154007
ASB18	ENSG00000182177
SNORD56B	ENSG00000207444
RPL21P7	ENSG00000258613
RPL26P2	
RPL39P2	
RPS27AP4	
RPL26P3	ENSG00000240179
RPL36AP2	
RPL18AP1	
RPL21P8	ENSG00000180662
RPL21P9	ENSG00000258618
RPL7AP5	
RPL12P7	ENSG00000242941
RPS29P1	ENSG00000242293
RPL24P3	
RPL7AP6	ENSG00000242071
RPL36P3	
RPS12P1	
RPL41P4	
RPS8P1	
RPS2P2	ENSG00000177776
RPS24P2	
RPSAP3	ENSG00000242952
RPLP1P1	
RPL22P2	ENSG00000241081
RPL21P10	ENSG00000239272
RPL17P3	ENSG00000271705
RPS24P3	
RPL9P6	ENSG00000241891
RAB42P1	ENSG00000230997
RPL21P11	ENSG00000242571
RPS18P2	
RPL36AP4	
RPL15P2	ENSG00000240914
RPL23AP10	ENSG00000240051
RPL3P4	ENSG00000232573
RPS2P3	
RPL26P4	
RPL23AP11	ENSG00000230988
RPL13P6	ENSG00000213176
RPL21P12	ENSG00000259535
RPL17P4	
RPL21P13	ENSG00000242837
RPL10AP1	ENSG00000244691
RPS2P4	ENSG00000196183
ATP5MC1P1	ENSG00000230157
ATP6V1G1P1	
ATP5MC1P2	
EPB41L4B	ENSG00000095203
EPB41L5	ENSG00000115109
ZFP64P1	ENSG00000258491
SF3B4P1	
ADAM21P1	ENSG00000235812
H3F3AP2	ENSG00000270433
SYF2	ENSG00000117614
TSSK4	ENSG00000139908
NOP9	ENSG00000196943
LINC02588	ENSG00000257842
LINC01551	ENSG00000186960
FAM177A1	ENSG00000151327
NCRNA00291~withdrawn	
LINC00517	ENSG00000259091
CLEC14A	ENSG00000176435
FBXO33	ENSG00000165355
C14orf28	ENSG00000179476
MDGA2	ENSG00000139915
KLHDC1	ENSG00000197776
ABHD12B	ENSG00000131969
LINC00519	ENSG00000258955
FRMD6	ENSG00000139926
MAPK1IP1L	ENSG00000168175
TBPL2	ENSG00000182521
KTN1-AS1	ENSG00000186615
LINC00520	ENSG00000258791
NAA30	
SLC35F4	ENSG00000151812
ARMH4	ENSG00000139971
CCDC175	ENSG00000151838
LRRC9	ENSG00000131951
C14orf39	ENSG00000179008
C14orf40~withdrawn	
C14orf41~withdrawn	
C14orf42~withdrawn	
ELMSAN1	ENSG00000156030
FAM161B	ENSG00000156050
BBOF1	ENSG00000119636
LIN52	ENSG00000205659
ISCA2	ENSG00000165898
TTC7B	ENSG00000165914
TC2N	
CCDC197	ENSG00000175699
SYNE3	ENSG00000176438
SLC38A6	ENSG00000139974
POU2F3	ENSG00000137709
YTHDF2P1	ENSG00000270503
MBTD1	ENSG00000011258
VN1R3	ENSG00000180663
DOK4	ENSG00000125170
SCARF2	ENSG00000244486
VN1R5	ENSG00000197617
VN1R4	ENSG00000228567
VN1R2	ENSG00000196131
GALNT10	ENSG00000164574
BRD8	ENSG00000112983
GALNT11	ENSG00000178234
EPC1	ENSG00000120616
GALNT12	ENSG00000119514
EMILIN1	ENSG00000138080
EMILIN2	ENSG00000132205
EMILIN5~withdrawn	
ZBTB49	ENSG00000168826
HOOK1	ENSG00000134709
HOOK2	ENSG00000095066
MMRN2	ENSG00000173269
NLE1	ENSG00000073536
PDZD3	ENSG00000172367
ADGRD1	ENSG00000111452
TRAPPC1	ENSG00000170043
GBP5	ENSG00000154451
SINHCAFP3	ENSG00000253488
BTBD6	ENSG00000184887
CHST9	ENSG00000154080
ZFAT	ENSG00000066827
EIF1AXP1	ENSG00000236698
RRAGB	ENSG00000083750
RRAGC	ENSG00000116954
RRAGD	ENSG00000025039
ZNF407	ENSG00000215421
ODF3	ENSG00000177947
P2RY10	ENSG00000078589
UBE2R2	ENSG00000107341
RPP25L	ENSG00000164967
NOL6	ENSG00000165271
DCAF12	ENSG00000198876
IMPDH1P1	
TUBBP4	
RPL35AP2	
KIF24	ENSG00000186638
SERPINH1P1	ENSG00000229207
MYORG	ENSG00000164976
C9orf24	ENSG00000164972
FAM219A	ENSG00000164970
ARHGAP16P	
BNIP3P1	ENSG00000197358
BRD7P1	ENSG00000259043
BTF3P2	ENSG00000258282
SYF2P1	ENSG00000258350
SEPT7P1	ENSG00000259090
COILP1	
DNAJC8P1	ENSG00000259022
EIF4BP1	ENSG00000259019
HMGN2P1	
HNRNPUP1	ENSG00000259051
MTCO1P2	ENSG00000259045
NARSP1	
NUTF2P2	ENSG00000258300
PPIAP4	ENSG00000258591
YWHAQP1	
YWHAZP1	ENSG00000259148
AQP11	ENSG00000178301
AQP12A	ENSG00000184945
TRAPPC3	ENSG00000054116
TRAPPC4	ENSG00000196655
CAMSAP1	ENSG00000130559
POP7	ENSG00000172336
RDM1	ENSG00000278023
DYX8	
PLSCR5	ENSG00000231213
SGPP2	ENSG00000163082
SLC25A22	ENSG00000177542
FAM30A	ENSG00000226777
SUSD6	ENSG00000100647
TECPR2	ENSG00000196663
KIAA0391	ENSG00000100890
TOGARAM1	ENSG00000198718
KIAA0586	ENSG00000100578
ANGEL1	ENSG00000013523
ATG14	ENSG00000126775
TTLL5	ENSG00000119685
VASH1	ENSG00000071246
TXNDC16	
UNC79	ENSG00000133958
CCDC88C	ENSG00000015133
NAP1L5	ENSG00000177432
PEG13	ENSG00000282164
MED6	ENSG00000133997
MED8	ENSG00000159479
CLMN	ENSG00000165959
RHPN1	ENSG00000158106
RHPN2	
RDH10	ENSG00000121039
GPR134~withdrawn	
RDH12	ENSG00000139988
RDH13	
RDH14	ENSG00000240857
GNPNAT1	ENSG00000100522
OTSC4	
RAB19	ENSG00000146955
RAB43	ENSG00000172780
DFNA51~withdrawn	
SUB1	ENSG00000113387
CYCS	ENSG00000172115
EPHA10	ENSG00000183317
ANAPC1	ENSG00000153107
ANAPC2	ENSG00000176248
ANAPC4	ENSG00000053900
GPR135	ENSG00000181619
OPN5	ENSG00000124818
GPR139	ENSG00000180269
GPR140~withdrawn	
GPR141	ENSG00000187037
TNPO2	
ZNF604P~withdrawn	
PCSK9	ENSG00000169174
AKR1B1P5	
RHOQP1	ENSG00000258568
CKS1BP1	ENSG00000258788
COX5AP2	ENSG00000258981
COX7A2P1	ENSG00000258626
DDX18P1	ENSG00000259165
EEF1A1P2	ENSG00000258841
EIF2S2P1	
EIF3LP1	ENSG00000258501
ENSAP2	ENSG00000259032
FXNP1	ENSG00000258421
GCATP1	
HMGB1P14	ENSG00000180189
HMGN1P1	
HMGN2P2	
HNRNPCP1	ENSG00000258900
RPSAP4	ENSG00000239269
MAD2L1P1	
MAGOH3P	ENSG00000270975
MOCS3P1	
NCOA4P1	
NDUFB8P1	ENSG00000258972
NMNAT1P1	ENSG00000259167
NUP50P1	
PDLIM1P1	ENSG00000270788
PPIAP5	ENSG00000258996
PPIAP6	ENSG00000258477
PSMA3P	ENSG00000258563
PTBP1P	ENSG00000259078
PTMAP7	
SETP2	ENSG00000258893
SNRPGP1	ENSG00000258577
SRMP2	ENSG00000258485
ABI1P1	ENSG00000271484
UNGP3	ENSG00000270343
DDX52	ENSG00000278053
CAP2	ENSG00000112186
CAP1	ENSG00000131236
ZNF408	ENSG00000175213
ZNF409~withdrawn	
GEMIN5	ENSG00000082516
GEMIN6	ENSG00000152147
GEMIN7	ENSG00000142252
NT5CP1	ENSG00000258524
NT5CP2	ENSG00000258408
BLZF2P	ENSG00000258565
CHORDC2P	ENSG00000259050
SLC20A1P1	ENSG00000223506
HSPE1P2	ENSG00000258645
HSBP1P1	ENSG00000258650
PEBP1P1	ENSG00000259059
PTTG4P	ENSG00000258571
UBA52P3	ENSG00000243023
UBE2L7P~withdrawn	
USP33	ENSG00000077254
USP31	ENSG00000103404
USP35	
USP36	
USP37	ENSG00000135913
USP44	
USP30	ENSG00000135093
USP34	ENSG00000115464
USP38	ENSG00000170185
USP42	ENSG00000106346
USP40	ENSG00000085982
USP41	ENSG00000161133
USP39	ENSG00000168883
USP43	
SNX27	ENSG00000143376
PAN2	ENSG00000135473
USP46	ENSG00000109189
USP47	ENSG00000170242
RPS26P7	
USP49	ENSG00000164663
USP50	
USP45	ENSG00000123552
IGFBPL1	ENSG00000137142
DDX51	
DDX53	ENSG00000184735
DDX54	ENSG00000123064
DDX55	ENSG00000111364
DHX57	ENSG00000163214
TTC8	
GPR142	ENSG00000257008
DNAJC1	ENSG00000136770
AK7	ENSG00000140057
ATF7IP	
ADSSL1	ENSG00000185100
PFM3	
CYCSP1	ENSG00000271423
ANKRD9	ENSG00000156381
PPP1R36	ENSG00000165807
C14orf51~withdrawn	
CHURC1	ENSG00000258289
CCDC196	ENSG00000196553
FAM71D	
ADAM20P1	ENSG00000259158
C14orf56~withdrawn	
C14orf57~withdrawn	
FLVCR2	ENSG00000119686
ZDHHC22	ENSG00000177108
C14orf60~withdrawn	
C14orf61~withdrawn	
C14orf62~withdrawn	
LINC00618	ENSG00000225163
LINC01550	ENSG00000246223
C14orf65~withdrawn	
DEGS2	ENSG00000168350
C14orf67~withdrawn	
SLC25A47	ENSG00000140107
SLC25A29	ENSG00000197119
LINC00523	ENSG00000196273
LINC00524	ENSG00000259023
LINC00239	ENSG00000258512
EXOC3L4	ENSG00000205436
LINC00677	ENSG00000259717
TDRD9	ENSG00000156414
ASPG	ENSG00000166183
C14orf77~withdrawn	
AHNAK2	ENSG00000185567
CLBA1	ENSG00000140104
TEDC1	ENSG00000185347
C14orf81~withdrawn	
FRMD6-AS1	ENSG00000273888
TMEM229B	ENSG00000198133
ACTN1-AS1	ENSG00000259062
ITPK1-AS1	ENSG00000258730
FAM181A-AS1	ENSG00000258584
GLRX5	ENSG00000182512
C14orf88~withdrawn	
MIR381HG	ENSG00000258861
TMEM179	ENSG00000258986
C14orf91~withdrawn	
RPSAP5	ENSG00000243904
NPM1P20	
NUDT14	ENSG00000183828
CAP2P1	ENSG00000259151
MPPE1P1	ENSG00000258990
ZNF410	
GPR143	ENSG00000101850
CBLN3	
CYB5R4	ENSG00000065615
PLEKHD1	ENSG00000175985
PTGR2	ENSG00000140043
RAB15	ENSG00000139998
SLC17A8	ENSG00000179520
ZFHX2	ENSG00000136367
CHD8	
ABHD4	ENSG00000100439
RBM23	ENSG00000100461
JPH4	ENSG00000092051
HECTD1	ENSG00000092148
NCRNA00220~withdrawn	
SNORD8	ENSG00000200785
EIF4EBP1P1	ENSG00000258870
TOX4	ENSG00000092203
C14orf93	ENSG00000100802
HAUS4	ENSG00000092036
HOMEZ	
NYNRIN	ENSG00000205978
KHNYN	ENSG00000100441
C14orf96~withdrawn	
LINC00226	ENSG00000276210
LINC00221	ENSG00000270816
C14orf99~withdrawn	
C19orf9~withdrawn	
TMEM183A	ENSG00000163444
INTS13	ENSG00000064102
GOLT1B	ENSG00000111711
TAB3-AS1	ENSG00000231542
MYPOP	ENSG00000176182
DFNB42~withdrawn	
SLC39A9	
JKAMP	ENSG00000050130
TMEM260	ENSG00000070269
NRDE2	ENSG00000119720
ATG2B	ENSG00000066739
DNAAF2	ENSG00000165506
CCDC198	ENSG00000100557
MIS18BP1	ENSG00000129534
LINC00216	
AP5M1	ENSG00000053770
HFM1	ENSG00000162669
POLR1C	ENSG00000171453
PUDPP2	ENSG00000233792
HCG25	ENSG00000232940
SLC35C1	ENSG00000181830
PUDPP1	ENSG00000234620
FBXO34	ENSG00000178974
CACNA2D4	ENSG00000151062
NOSTRIN	ENSG00000163072
NOP14-AS1	ENSG00000249673
MCDR3	
B3GLCT	ENSG00000187676
PEX11G	
SOX2-OT	ENSG00000242808
GPATCH2L	ENSG00000089916
KIAA0125~withdrawn	
C14orf116~withdrawn	
COX16	ENSG00000133983
C14orf113~withdrawn	
EXD2	ENSG00000081177
TMEM251	ENSG00000153485
PPP4R3A	ENSG00000100796
FCF1	ENSG00000119616
C14orf117~withdrawn	
RPS6KL1	ENSG00000198208
VRTN	ENSG00000133980
DCAF5	ENSG00000139990
DPF1	ENSG00000011332
KIF26A	ENSG00000066735
CSN1S2BP	
MRX84	
DCAF4	ENSG00000119599
CSN1S2AP	ENSG00000234124
KLHDC2	ENSG00000165516
VGLL2	ENSG00000170162
COQ6	ENSG00000119723
EVL	ENSG00000196405
IBD8	
IBD9	
CRB3	ENSG00000130545
OTSC5	
FNDC4	ENSG00000115226
FNDC5	ENSG00000160097
RRAGAP1	
CYP2W1	ENSG00000073067
CYP4X1	ENSG00000186377
CYP51A1P1	ENSG00000241095
RAB2B	ENSG00000129472
MEPCE	ENSG00000146834
REM2	ENSG00000139890
SPRED1	ENSG00000166068
AJUBA	ENSG00000129474
CYP51A1P2	ENSG00000233588
BANF1P1	ENSG00000258531
GCSAM	ENSG00000174500
MGRN1	ENSG00000102858
SFMBT1	ENSG00000163935
SFMBT2	ENSG00000198879
VN1R9P	ENSG00000276400
DCAF11	ENSG00000100897
ZBTB1	ENSG00000126804
SEC22A	ENSG00000121542
NUP58	ENSG00000139496
SKA3	ENSG00000165480
SETDB2	ENSG00000136169
LRRC10	ENSG00000198812
ANKRD10	ENSG00000088448
ALG5	ENSG00000120697
TTC9	ENSG00000133985
C14orf119	ENSG00000179933
NGDN	ENSG00000129460
CARMIL3	ENSG00000186648
EMC9	ENSG00000100908
CHMP4A	ENSG00000254505
SDR39U1	ENSG00000100445
HEATR5A	ENSG00000129493
DTD2	ENSG00000129480
NUBPL	ENSG00000151413
ARHGAP5-AS1	ENSG00000258655
KRT18P6	ENSG00000258783
KRT8P1	ENSG00000258948
KRT8P2	ENSG00000258828
KRT18P7	ENSG00000258951
SIPA1L1	
TRIT1	ENSG00000043514
CSNK1A1L	ENSG00000180138
CAB39L	ENSG00000102547
PROSER1	ENSG00000120685
CAB39	ENSG00000135932
ABHD13	ENSG00000139826
USPL1	ENSG00000132952
SLITRK5	ENSG00000165300
FNDC3A	ENSG00000102531
SLITRK1	ENSG00000178235
GPALPP1	ENSG00000133114
CDADC1	ENSG00000102543
OIP5	ENSG00000104147
SLC22A15	ENSG00000163393
SLC22A16	ENSG00000004809
SLC30A8	ENSG00000164756
C10orf105	ENSG00000214688
SLC34A3	ENSG00000198569
RNF219	ENSG00000152193
LRCH1	ENSG00000136141
GRTP1	ENSG00000139835
CHAMP1	ENSG00000198824
VPS36	ENSG00000136100
PKHD1L1	ENSG00000205038
PRPF39	ENSG00000185246
ATG10	ENSG00000152348
TRPT1	ENSG00000149743
SMOC1	ENSG00000198732
PSPC1	ENSG00000121390
UTP14C	ENSG00000253797
ZIC5	ENSG00000139800
SMOC2	ENSG00000112562
TGDS	ENSG00000088451
DNAJC15	ENSG00000120675
RBM26	ENSG00000139746
DCUN1D2	ENSG00000150401
TMCO3	ENSG00000150403
POMP	ENSG00000132963
RASA3	ENSG00000185989
UPF3A	ENSG00000169062
HOMER2P2	ENSG00000238275
SCOC	ENSG00000153130
HOMER2P1	ENSG00000228966
UBE2NP1	ENSG00000256385
G2E3	ENSG00000092140
SCOCP1	ENSG00000258896
PRICKLE2	ENSG00000163637
ZDHHC14	ENSG00000175048
ZDHHC15	ENSG00000102383
GSKIP	ENSG00000100744
UBR7	
ZNF839	ENSG00000022976
C14orf132	ENSG00000227051
VIPAS39	ENSG00000151445
DIO3OS	ENSG00000258498
PCNX4	ENSG00000126773
C14orf136~withdrawn	
OTUB2	ENSG00000089723
VCPKMT	ENSG00000100483
LINC00341~withdrawn	
ZC2HC1C	ENSG00000119703
C14orf141~withdrawn	
GON7	ENSG00000170270
EFCAB11	ENSG00000140025
C14orf144	
CEP128	ENSG00000100629
LRFN5	ENSG00000165379
SPTSSA	ENSG00000165389
CEP170B	ENSG00000099814
AREL1	ENSG00000119682
PLEKHG3	ENSG00000126822
CIPC	ENSG00000198894
SHISA2	ENSG00000180730
FRY	ENSG00000073910
ZC3H13	ENSG00000123200
RGCC	ENSG00000102760
TEX29	ENSG00000153495
NDUFA11	ENSG00000174886
NDUFB11	ENSG00000147123
SPG21	ENSG00000090487
GSX1	ENSG00000169840
OTSC6	
SUMF1	ENSG00000144455
WFDC9	ENSG00000180205
IMPACT	ENSG00000154059
RETNLB	ENSG00000163515
RETN	
SQOR	ENSG00000137767
SULF1	ENSG00000137573
SULF2	ENSG00000196562
